,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,1.0,0.20006385070738636,0.06724610695555024,0.0718015125473913,0.03714733614801648,0.015807885132837027,0.09034066282841706,0.03247968956603371,0.02855071124946573,0.03132062533153277,0.026025168085962874,0.0247151241270056,0.0226290776171051,0.020513864464148428,0.010925971086087111,0.01745151229327549
1,0.20006385070738636,1.0,0.05198904069387744,0.09786727756455932,0.06050527244081097,0.01292888646131711,0.35889128018673383,0.03956972794529733,0.04716989592748287,0.06309864602301897,0.018538663986740346,0.019758223609982268,0.02012230838642676,0.02119277308574544,0.010179203509482142,0.015559877386974483
2,0.06724610695555024,0.05198904069387744,1.0,0.18022184724635232,0.06835399191025096,0.04762688576014399,0.05114875953805475,0.11740690759545169,0.04610740404331668,0.034597499118387054,0.08636198217362474,0.11497182603421056,0.10946466714462244,0.08019167951715057,0.02889891468879914,0.06478094279137402
3,0.0718015125473913,0.09786727756455932,0.18022184724635232,1.0,0.24311781791170092,0.024676026331434973,0.13683652881446173,0.21157614260143284,0.1261280742090834,0.0910631053884878,0.03368041157780824,0.044750818304843974,0.05335891867095826,0.06567389385856467,0.020218302210032655,0.0360188196955853
4,0.03714733614801648,0.06050527244081097,0.06835399191025096,0.24311781791170092,1.0,0.018698469904409463,0.10950662486563666,0.23789123434249543,0.5671959744626826,0.22295876393971992,0.02164667389538472,0.029778191109347978,0.03912178911438596,0.06286859566516526,0.01852765183105979,0.028753074320353848
5,0.015807885132837027,0.01292888646131711,0.04762688576014399,0.024676026331434973,0.018698469904409463,1.0,0.013008529195896129,0.031641982864689,0.01574813752393629,0.011940658460539183,0.18344136639011915,0.2571232971765435,0.15523056078757302,0.05948419105459141,0.11829310945549303,0.23980271979822754
6,0.09034066282841706,0.35889128018673383,0.05114875953805475,0.13683652881446173,0.10950662486563666,0.013008529195896129,1.0,0.05436535503323265,0.08542172876987893,0.13626732842940936,0.017373964519175306,0.019902639255158932,0.02169780172329703,0.025342341683429193,0.011037823041091436,0.016668060081817298
7,0.03247968956603371,0.03956972794529733,0.11740690759545169,0.21157614260143284,0.23789123434249543,0.031641982864689,0.05436535503323265,1.0,0.1506895938179873,0.06980271320667665,0.0346055085400562,0.05638009851898108,0.08837601972481329,0.18432577350866675,0.031935010176881044,0.057907199485200116
8,0.02855071124946573,0.04716989592748287,0.04610740404331668,0.1261280742090834,0.5671959744626826,0.01574813752393629,0.08542172876987893,0.1506895938179873,1.0,0.3127318610311862,0.01739067839430018,0.023607578363285236,0.031063342641373684,0.05144992803355072,0.016617748871238815,0.02395527158869471
9,0.03132062533153277,0.06309864602301897,0.034597499118387054,0.0910631053884878,0.22295876393971992,0.011940658460539183,0.13626732842940936,0.06980271320667665,0.3127318610311862,1.0,0.013802360112618524,0.017331803927520012,0.021047540066791524,0.03000076722949062,0.01192340314740831,0.016678192294761154
10,0.026025168085962874,0.018538663986740346,0.08636198217362474,0.03368041157780824,0.02164667389538472,0.18344136639011915,0.017373964519175306,0.0346055085400562,0.01739067839430018,0.013802360112618524,1.0,0.3047577978029636,0.11597774587250291,0.04735223534844426,0.044251488557068994,0.10147578785861402
11,0.0247151241270056,0.019758223609982268,0.11497182603421056,0.044750818304843974,0.029778191109347978,0.2571232971765435,0.019902639255158932,0.05638009851898108,0.023607578363285236,0.017331803927520012,0.3047577978029636,1.0,0.38896576787021886,0.09963074324297094,0.07520985194134262,0.28345949657654607
12,0.0226290776171051,0.02012230838642676,0.10946466714462244,0.05335891867095826,0.03912178911438596,0.15523056078757302,0.02169780172329703,0.08837601972481329,0.031063342641373684,0.021047540066791524,0.11597774587250291,0.38896576787021886,1.0,0.2400670764515388,0.10340606457543383,0.511935758922481
13,0.020513864464148428,0.02119277308574544,0.08019167951715057,0.06567389385856467,0.06286859566516526,0.05948419105459141,0.025342341683429193,0.18432577350866675,0.05144992803355072,0.03000076722949062,0.04735223534844426,0.09963074324297094,0.2400670764515388,1.0,0.0788061489158901,0.16571955641209038
14,0.010925971086087111,0.010179203509482142,0.02889891468879914,0.020218302210032655,0.01852765183105979,0.11829310945549303,0.011037823041091436,0.031935010176881044,0.016617748871238815,0.01192340314740831,0.044251488557068994,0.07520985194134262,0.10340606457543383,0.0788061489158901,1.0,0.19612897171898386
15,0.01745151229327549,0.015559877386974483,0.06478094279137402,0.0360188196955853,0.028753074320353848,0.23980271979822754,0.016668060081817298,0.057907199485200116,0.02395527158869471,0.016678192294761154,0.10147578785861402,0.28345949657654607,0.511935758922481,0.16571955641209038,0.19612897171898386,1.0
